rank,title,score,vote_count,release_date,regions,types,actors,url,cover_url
181,猎凶风河谷,7.8,99900,2017-01-21,"英国,加拿大,美国","剧情,犯罪,悬疑","['杰瑞米·雷纳', '伊丽莎白·奥尔森', '凯尔西·阿斯比尔', '茱莉亚·琼斯', '特欧·布里奥尼斯', '阿佩萨纳赫克沃特', '格雷厄姆·格林', '坦图·卡丁诺', '埃里克·兰格', '吉尔·伯明翰']",https://movie.douban.com/subject/26389601/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2463178431.jpg
182,大侦探福尔摩斯,7.7,329092,2010-02-25,"美国,德国,英国,澳大利亚","动作,犯罪,悬疑","['小罗伯特·唐尼', '裘德·洛', '瑞秋·麦克亚当斯', '马克·斯特朗', '埃迪·马森', '罗伯特·梅耶', '杰拉丁妮·詹姆斯', '凯利·蕾莉', '威廉·休斯顿', '汉斯·麦瑟逊']",https://movie.douban.com/subject/2998270/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1078047854.jpg
183,岁月风云之上海皇帝,8.0,22582,1993-01-22,中国香港,"犯罪,剧情,悬疑","['吕良伟', '郑则仕', '徐锦江', '刘嘉玲', '叶童', '林威', '郭亮', '谢珮诗', '陈景祥', '汤镇业']",https://movie.douban.com/subject/1300575/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2043222004.jpg
184,不朽的园丁,7.9,31779,2005-08-31,"英国,德国,美国,中国大陆","剧情,悬疑,惊悚","['拉尔夫·费因斯', '蕾切尔·薇兹', '哈勃·孔黛', '丹尼·赫斯顿', '比尔·奈伊', '唐纳德·桑普特', '雅奇·潘嘉比', '尼克·雷丁', '杰拉德·迈克索利', '朱丽叶特·奥布瑞']",https://movie.douban.com/subject/1419856/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p824408304.jpg
185,寂静岭,7.7,316937,2006-04-21,"加拿大,法国,日本,美国","悬疑,恐怖","['拉达·米切尔', '肖恩·宾', '劳瑞·侯登', '黛博拉·卡拉·安格', '金·寇兹', '谭雅·艾伦', '艾丽丝·克里奇', '祖蒂·弗兰', '科琳·威廉姆斯', '荣·加百列']",https://movie.douban.com/subject/1466007/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p554634907.jpg
186,双瞳,7.7,175576,2002-10-25,"中国香港,中国台湾","剧情,犯罪,悬疑,惊悚","['梁家辉', '刘若英', '戴立忍', '大卫·摩斯', '杨贵媚', '林涵', '郎雄', '蔡灿得', '江惠惠', '叶蕙芝']",https://movie.douban.com/subject/1305046/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2185662998.jpg
187,剧场版魔法少女小圆 后篇 永远的故事,9.2,8988,2012-10-13,日本,"动画,悬疑,奇幻,惊悚","['悠木碧', '斋藤千和', '水桥香织', '喜多村英梨', '加藤英美里', '野中蓝', '新谷良子', '后藤邑子', '岩永哲哉', '岩男润子']",https://movie.douban.com/subject/10569150/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1957621170.jpg
188,无声言证,8.0,39371,1995-09-15,"俄罗斯,英国,德国","悬疑,惊悚,犯罪","['马丽娜·祖金娜', '菲·雷普利', '艾凡·里察斯', '奥列格·扬科夫斯基', 'Igor Volkov', '奥尔佳·托尔斯特斯卡娅', '亚历山大·派特科夫', '弗拉基米尔·萨尔尼科夫', '尼古拉·帕斯图霍夫', '丹尼斯·卡拉索夫']",https://movie.douban.com/subject/1305858/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2157014008.jpg
189,时间旅行者的妻子,7.7,256147,2009-08-14,美国,"剧情,奇幻,悬疑,爱情","['瑞秋·麦克亚当斯', '艾瑞克·巴纳', '阿莱克斯·费瑞斯', '艾利斯·霍华德', '米歇尔·诺尔顿', '布鲁克琳·普劳克斯', '朗·里维斯顿', '塔图姆·麦克凯恩', '斯蒂芬·托布罗斯基', '玛吉·卡斯特']",https://movie.douban.com/subject/1885124/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480590433.jpg
190,杀人者的记忆法,7.8,88681,2017-09-06,韩国,"剧情,犯罪,悬疑,惊悚","['薛景求', '金南佶', '金雪炫', '吴达洙', '蔡国熙', '郑仁谦', '申基俊', '申隣雅', '黄锡晶', '吉海妍']",https://movie.douban.com/subject/26391916/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502854299.jpg
191,大侦探福尔摩斯2：诡影游戏,7.7,237618,2012-01-15,美国,"动作,犯罪,悬疑","['小罗伯特·唐尼', '裘德·洛', '瑞秋·麦克亚当斯', '劳米·拉佩斯', '斯蒂芬·弗雷', '凯利·蕾莉', '杰瑞德·哈里斯', '杰拉丁妮·詹姆斯', '威廉·休斯顿', '保罗·安德森']",https://movie.douban.com/subject/4051753/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1327387815.jpg
192,魔女,7.7,197895,2018-06-27,韩国,"动作,悬疑","['金多美', '赵敏修', '朴熙顺 ', '崔宇植', '高旻示', '吴美姬', '崔政宇', '多恩', '金秉玉', '李柱元']",https://movie.douban.com/subject/26602900/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2522814268.jpg
193,藏獒多吉,8.1,16190,2011-07-15,"中国大陆,日本","剧情,动画,悬疑,冒险","['刘婧荦', '阿兰', '芒莱', '赵岭', '周志强', '王博', '张遥函', '赵晓明', '张伟', '李世荣']",https://movie.douban.com/subject/5948613/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1095763116.jpg
194,深渊,7.9,49069,1989-08-09,美国,"剧情,科幻,悬疑,惊悚,冒险","['艾德·哈里斯', '玛丽·伊丽莎白·马斯特兰托尼奥', '迈克尔·比恩', '里奥·伯梅斯特', '托德·格拉夫', '约翰·贝德福德·劳埃德', 'J·C·奎因', '金伯利·斯科特', '小基德·布鲁尔', 'George Robert Klek']",https://movie.douban.com/subject/1299560/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2209378207.jpg
195,国家宝藏,7.7,163458,2004-11-19,美国,"动作,悬疑,冒险","['尼古拉斯·凯奇', '黛安·克鲁格', '贾斯汀·巴萨', '肖恩·宾', '乔恩·沃伊特', '哈威·凯特尔', '克里斯托弗·普卢默', '大卫·达耶·费舍尔', '斯图华特·芬雷-麦克勒兰', '欧勒格·塔克塔罗夫']",https://movie.douban.com/subject/1308848/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p664164947.jpg
196,鬼影,7.7,136412,2004-09-09,泰国,"悬疑,惊悚,恐怖","['阿南达·爱华灵咸', '娜特慧兰·塔美', '阿西塔·西卡玛娜', '瓦莎娜·查拉科恩']",https://movie.douban.com/subject/1773217/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2170768955.jpg
197,丁丁历险记,7.7,136347,2011-11-15,"美国,新西兰,英国,法国,澳大利亚","动作,动画,悬疑,冒险","['杰米·贝尔', '安迪·瑟金斯', '丹尼尔·克雷格', '西蒙·佩吉', '尼克·弗罗斯特', '加利·艾尔维斯', '托比·琼斯', '彼得·杰克逊', '加德·艾尔马莱', '塞巴斯蒂安·罗奇']",https://movie.douban.com/subject/2028669/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1006799889.jpg
198,第三人,8.1,27155,1949-09-03,英国,"黑色电影,悬疑,惊悚","['约瑟夫·科顿', '阿莉达·瓦利', '奥逊·威尔斯', '特瑞沃·霍华德', '伯纳德·李', '保罗·赫尔比格尔', '厄恩斯特·多伊奇', 'Siegfried Breuer', 'Erich Ponto', '维尔弗雷德·海德-怀特']",https://movie.douban.com/subject/1295451/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193745066.jpg
199,断头谷,7.7,128886,1999-11-19,"美国,德国,英国","悬疑,奇幻,恐怖","['约翰尼·德普', '克里斯蒂娜·里奇', '米兰达·理查森', '迈克尔·刚本', '卡斯帕·范·迪恩', '杰弗里·琼斯', '理查德·格雷弗斯', '伊恩·麦克迪阿梅德', '迈克尔·高夫', '克里斯托弗·沃肯']",https://movie.douban.com/subject/1296078/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2429986978.jpg
200,冰山上的来客,8.1,15015,1963-02-02,中国大陆,"剧情,悬疑,战争","['梁音', '谷毓英', '恩和森', '张辉', '马陋夫', '阿木都力力提', '阿依夏木', '白德彰', '王春英', '张冲霄']",https://movie.douban.com/subject/1422286/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2902828755.jpg
201,捕蝇纸,7.8,63408,2011-01-28,"美国,德国","喜剧,犯罪,悬疑","['帕特里克·德姆西', '艾什莉·贾德', '蒂姆·布雷克·尼尔森', '梅奇·费法', '马特·瑞安', '杰弗里·塔伯', '约翰·文堤米利亚', '普路特·泰勒·文斯', '柯蒂斯·阿姆斯壮', '罗布·许贝尔']",https://movie.douban.com/subject/4132407/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1119448570.jpg
202,非常公寓,8.0,32902,1996-07-27,"法国,西班牙,意大利","剧情,悬疑,爱情","['罗曼娜·波琳热', '文森特·卡塞尔', '让-菲利普·艾科菲', '莫妮卡·贝鲁奇', '桑德琳娜·基贝兰', '清水露', '文森特·内梅斯', '伊娃·爱洛尼斯科', '埃德瓦·贝耶', '保罗·帕维尔']",https://movie.douban.com/subject/1299795/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p581851559.jpg
203,心理游戏,7.7,117011,1997-09-03,美国,"剧情,悬疑,惊悚","['迈克尔·道格拉斯', '西恩·潘', '黛博拉·卡拉·安格', '詹姆斯·瑞布霍恩', '卡罗尔·贝克', 'Jay Gordon', '鲍勃·斯蒂芬森', '童自荣', '约翰·卡西尼', '崔茜·萨默维尔']",https://movie.douban.com/subject/1296384/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2371537316.jpg
204,白日焰火,7.6,442720,2014-03-21,中国大陆,"剧情,犯罪,悬疑","['廖凡', '桂纶镁', '王学兵', '王景春', '余皑磊', '倪景阳', '常凯宁', '彭龙', '王英涛', '李彩霞']",https://movie.douban.com/subject/21941804/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2174645340.jpg
205,催眠大师,7.6,424807,2014-04-29,中国大陆,"悬疑,惊悚","['徐峥', '莫文蔚', '胡静', '吕中', '王耀庆', '杨凯迪', '韩帅', '蒋佳雨彤', '尹航', '管乐']",https://movie.douban.com/subject/24743711/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2181062460.jpg
206,扫毒,7.6,297884,2013-11-29,"中国大陆,中国香港","剧情,动作,犯罪,悬疑","['古天乐', '张家辉', '刘青云', '袁泉', '卢海鹏', '吴廷烨', '林国斌', '卢惠光', '吴岱融', '宝儿']",https://movie.douban.com/subject/10763164/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2157480930.jpg
207,窃听风云2,7.6,259088,2011-08-18,"中国香港,中国大陆","剧情,动作,犯罪,悬疑","['古天乐', '刘青云', '吴彦祖', '曾江', '叶璇', '黄奕', '刘浩龙', '胡枫', '骆应钧', '江毅']",https://movie.douban.com/subject/5422105/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2075072996.jpg
208,死亡笔记,7.7,104637,2006-06-17,日本,"剧情,犯罪,悬疑,惊悚","['藤原龙也', '松山研一', '香椎由宇', '濑户朝香', '鹿贺丈史', '满岛光', '奥田达士', '阿部亮平', '曹冀鲁', '户田惠梨香']",https://movie.douban.com/subject/1768351/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p653581198.jpg
209,海市蜃楼,7.6,393106,2019-03-28,西班牙,"科幻,悬疑,惊悚","['阿德里亚娜·乌加特', '奇诺·达林', '阿尔瓦罗·莫特', '诺拉·纳瓦斯', '米格尔·费南德斯', '哈维尔·古铁雷斯', '克拉拉·塞古拉', '米玛·里埃拉', '艾娜·克洛特', '阿尔伯特·佩雷斯']",https://movie.douban.com/subject/30164448/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2551172384.jpg
210,分手的决心,7.6,348682,2022-05-23,韩国,"剧情,犯罪,悬疑","['汤唯', '朴海日', '李贞贤', '朴勇宇', '高庚杓', '金信英', '郑永琡', '柳承穆', '朴正民', '徐现宇']",https://movie.douban.com/subject/35073886/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2873816122.jpg
211,机动警察剧场版2,9.0,9445,1993-08-07,日本,"动画,剧情,悬疑,科幻,惊悚","['富永美伊奈', '古川登志夫', '大林隆介', '榊原良子', '池水通洋', '二又一成', '乡里大辅', '千叶繁', '阪脩', '西村知道']",https://movie.douban.com/subject/1449328/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1137696692.jpg
212,怒,7.7,89605,2016-09-10,日本,"剧情,爱情,悬疑,同性","['渡边谦', '森山未来', '松山研一', '绫野刚', '广濑铃', '泷正则', '三浦贵大', '佐久本宝', '高畑充希', '原日出子']",https://movie.douban.com/subject/26279289/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399174377.jpg
213,机械姬,7.6,236865,2014-12-16,"英国,美国","科幻,悬疑,惊悚","['艾丽西亚·维坎德', '多姆纳尔·格里森', '奥斯卡·伊萨克', '水野索诺娅', '克里·约翰逊', '嘎娜·巴亚尔赛汗', '伊莲娜·艾尔米纳斯', '李仙湖', '黛博拉·罗桑', '乔安娜·希雅']",https://movie.douban.com/subject/4160540/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2208934451.jpg
214,局内人,7.7,85226,2006-03-16,美国,"剧情,犯罪,悬疑,惊悚","['丹泽尔·华盛顿', '克里夫·欧文', '朱迪·福斯特', '克里斯托弗·普卢默', '威廉·达福', '切瓦特·埃加福', '金·迪莱克特', '梁振邦', '萨曼夏·艾弗斯', '迈克尔·邓·戴克']",https://movie.douban.com/subject/1441801/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p528000230.jpg
215,咒怨 录像带版,8.0,29410,2000-03-18,日本,"恐怖,悬疑","['柳忧怜', '三轮明日美', '栗山千明', '大家由祐子', '藤贵子', '小山僚太', '三轮瞳', '松山鹰志', '芦川诚', '优恵']",https://movie.douban.com/subject/1461079/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230107928.jpg
216,轮到你了 特别篇,8.0,29189,2019-06-23,日本,"剧情,悬疑","['原田知世', '田中圭', '浅香航大', '皆川猿时']",https://movie.douban.com/subject/34436407/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560785148.jpg
217,幻影凶间,7.6,183545,2007-06-22,美国,"悬疑,奇幻,恐怖","['约翰·库萨克', '塞缪尔·杰克逊', '托尼·夏尔赫布', '兰·卡琉', '小伊塞亚·维特洛克', '杰西米·杰西卡·安东尼', '玛格特·莱斯特', '沃尔特·刘易斯', '亚历山德拉·西尔伯', '乔翰·厄布']",https://movie.douban.com/subject/1793903/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p887024730.jpg
218,血迷宫,7.8,49093,1984-09-07,美国,"剧情,犯罪,悬疑,惊悚","['约翰·盖兹', '弗兰西斯·麦克多蒙德', '丹·哈达亚', 'M·埃梅特·沃尔什', 'Deborah Neumann', '巴里·索南菲尔德', 'Loren Bivens', 'Samm-Art Williams', '霍利·亨特']",https://movie.douban.com/subject/1302542/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2170091763.jpg
219,咒怨,7.6,178368,2002-10-18,日本,"恐怖,悬疑","['奥菜惠', '伊东美咲', '上原美佐', '市川由衣', '津田宽治', '藤贵子', '田中要次', '森下能幸', '榊英雄', '藤真美穗']",https://movie.douban.com/subject/1306808/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2410260517.jpg
220,啤酒谋杀案,8.4,15226,2003-12-14,英国,"爱情,犯罪,悬疑","['大卫·苏切', '蕾切尔·斯特灵', '艾丹·吉伦', '托比·斯蒂芬斯', '马克·沃伦', '艾米·穆林斯', '朱莉·考科斯', '杰玛·琼斯', '索菲·温克曼', '妲露拉·莱莉']",https://movie.douban.com/subject/1427038/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219829395.jpg
221,福尔摩斯先生,7.8,46910,2015-02-08,"英国,美国","剧情,犯罪,悬疑","['伊恩·麦克莱恩', '劳拉·琳妮', '真田广之', '米洛·帕克', '哈蒂·莫拉汉', '帕特里克·肯尼迪', '弗朗西斯·德·拉·图瓦', '罗杰·阿拉姆', '菲尔·戴维斯', '科林·斯达克']",https://movie.douban.com/subject/25727048/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2268827627.jpg
222,空中营救,7.6,152707,2014-09-19,"英国,法国,美国","动作,悬疑,惊悚,灾难","['连姆·尼森', '朱丽安·摩尔', '斯科特·麦克纳里', '米歇尔·道克瑞', '内特·派克', '寇瑞·斯托尔', '露皮塔·尼永奥', '奥玛尔·梅特瓦利', '杰森·巴特勒·哈纳', '莱纳斯·罗彻']",https://movie.douban.com/subject/10598440/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2199638985.jpg
223,吾栖之肤,7.6,146988,2011-08-17,"西班牙,美国","剧情,悬疑,惊悚","['安东尼奥·班德拉斯', '埃伦娜·安纳亚', '玛丽萨·帕雷德斯', '扬·科奈特', '布兰卡·苏亚雷斯', '罗伯托·阿拉莫', '费尔南多·卡约', '爱德华·费尔南德斯', '何塞·路易斯·戈麦斯', '苏西·桑切斯']",https://movie.douban.com/subject/2997052/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1221998208.jpg
224,午夜凶铃,7.6,141088,1998-01-31,日本,"悬疑,恐怖","['松岛菜菜子', '真田广之', '竹内结子', '中谷美纪', '佐藤仁美', '松重丰', '志水季里子', '小市慢太郎', '大岛蓉子', '柳忧怜']",https://movie.douban.com/subject/1307696/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1324520469.jpg
225,亚人1：冲动,8.6,12157,2015-11-27,日本,"剧情,犯罪,动画,悬疑,惊悚","['宫野真守', '细谷佳正', '大塚芳忠', '樱井孝宏', '小松未可子', '平川大辅', '洲崎绫', '木下浩之', '山本格', '朝井彩加']",https://movie.douban.com/subject/26386465/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267694939.jpg
226,误杀,7.5,973388,2019-12-13,中国大陆,"剧情,犯罪,悬疑","['肖央', '谭卓', '陈冲', '姜皓文', '秦沛', '边天扬', '许文姗', '张熙然', '施名帅', '黄健玮']",https://movie.douban.com/subject/30176393/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2614628862.jpg
227,八美图,7.7,63783,2002-02-06,"法国,意大利","喜剧,悬疑,歌舞","['达尼埃尔·达里约', '凯瑟琳·德纳芙', '伊莎贝尔·于佩尔', '芬妮·阿尔丹', '艾曼纽·贝阿', '维吉妮·拉朵嫣', '露德温·塞尼耶', '菲尔米娜·里夏尔', '多米尼克·拉米尔']",https://movie.douban.com/subject/1299292/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p619021003.jpg
228,三十九级台阶,7.8,43067,1935-08-01,英国,"悬疑,惊悚,犯罪","['罗伯特·多纳特', '玛德琳·卡洛', '露西·曼海姆', '戈弗雷·特尔', '佩吉·阿什克罗福特', '约翰·劳里', '海伦哈耶', '怀利·沃森', '格斯·麦克诺顿', '查尔斯·贝内特']",https://movie.douban.com/subject/1298412/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2250578848.jpg
229,机械师,7.6,120162,2004-01-18,"西班牙,法国,英国,美国","剧情,悬疑,惊悚","['克里斯蒂安·贝尔', '詹妮弗·杰森·李', '艾塔娜·桑切斯-希洪', '约翰·沙拉恩', '迈克尔·艾恩塞德', '小拉里·吉拉德', '雷格·E·凯蒂', '安娜·玛西', '马修·罗梅罗·摩尔', '罗伯特·朗']",https://movie.douban.com/subject/1309160/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453944400.jpg
230,上海皇帝之雄霸天下,7.9,17960,1993-05-13,中国香港,"犯罪,剧情,悬疑","['吕良伟', '郑则仕', '徐锦江', '刘嘉玲', '叶童', '谢珮诗', '斯琴高娃', '陈景祥', '黄浩义', '郭亮']",https://movie.douban.com/subject/1303170/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528374815.jpg
231,名侦探柯南：漆黑的追踪者,7.6,115735,2010-01-14,日本,"动画,悬疑","['高山南', '山崎和佳奈', '神谷明', '林原惠美', '岩居由希子', '高木涉', '大谷育江', '绪方贤一', '堀川亮', '宫村优子']",https://movie.douban.com/subject/3387546/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453744999.jpg
232,疯城记：万圣节特辑,8.7,10927,2010-10-31,英国,"喜剧,悬疑,恐怖","['史蒂夫·佩姆伯顿', '里斯·谢尔史密斯', '艾美达·斯丹顿', '丹尼尔·卡卢亚', '艾琳·阿特金斯', '亚历克斯·沃尔德曼', '唐·弗兰奇', '朱利安·布里奇', '丹尼尔·英格斯', '林碧笙']",https://movie.douban.com/subject/5339081/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2926785150.jpg
233,名侦探柯南：天空的遇难船,7.6,112536,2010-04-17,日本,"动作,动画,悬疑","['高山南', '山口胜平', '山崎和佳奈', '小山力也', '堀川亮', '松井菜樱子', '宫村优子', '林原惠美', '绪方贤一', '岩居由希子']",https://movie.douban.com/subject/5153329/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259010597.jpg
234,剧场版魔法少女小圆 前篇 起始的故事,9.0,8715,2012-10-06,日本,"动画,悬疑,奇幻,惊悚","['悠木碧', '斋藤千和', '水桥香织', '喜多村英梨', '加藤英美里', '野中蓝', '新谷良子', '后藤邑子', '岩永哲哉', '岩男润子']",https://movie.douban.com/subject/10174444/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1634119717.jpg
235,怪宴,8.1,21143,1976-06-23,美国,"喜剧,悬疑,惊悚,犯罪","['艾琳·布伦南', '杜鲁门·卡波特', '詹姆斯·可可', '彼得·法尔克', '亚历克·吉尼斯', '埃尔莎·兰彻斯特', '大卫·尼文', '彼得·塞勒斯', '玛吉·史密斯', '詹姆斯·克伦威尔']",https://movie.douban.com/subject/1303545/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p809915309.jpg
236,踏血寻梅,7.5,225742,2015-04-06,中国香港,"剧情,犯罪,悬疑","['郭富城', '春夏', '白只', '谭耀文', '金燕玲', '邵美琪', '李日朗', '杨诗敏', '蔡洁', '吴嘉星']",https://movie.douban.com/subject/25966085/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2493424009.jpg
237,红色小提琴,8.2,18045,1998-11-13,"加拿大,意大利,英国","剧情,爱情,悬疑,音乐","['卡洛·切基', '让-吕克·比多', '张艾嘉', 'Christoph Koncz', '杰森·弗莱明', '塞缪尔·杰克逊', '陶虹', '吴珊卓', '王小帅', '刘子枫']",https://movie.douban.com/subject/1294595/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1486350295.jpg
238,谍影重重5,7.5,211825,2016-08-23,"美国,中国大陆,西班牙","动作,悬疑,惊悚","['马特·达蒙', '汤米·李·琼斯', '艾丽西亚·维坎德', '文森特·卡塞尔', '朱丽娅·斯蒂尔斯', '里兹·阿迈德', '内芙·加切夫', '比尔·坎普', '斯科特·谢帕德', '小田部明纮']",https://movie.douban.com/subject/26266072/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2379032162.jpg
239,魔术师,7.6,96513,2006-01-22,"美国,捷克","剧情,爱情,悬疑","['爱德华·诺顿', '保罗·吉亚玛提', '杰西卡·贝尔', '卢夫斯·塞维尔', '埃迪·马森', '亚伦·泰勒-约翰逊', '埃莉诺·汤姆林森', '维森特·富兰克林', '汤姆·费舍尔', '尼古拉斯·布兰']",https://movie.douban.com/subject/1467044/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480484402.jpg
240,沼泽深处的女孩,7.6,92758,2022-11-25,美国,"剧情,爱情,悬疑","['黛西·埃德加-琼斯', '泰勒·约翰·史密斯', '哈里斯·迪金森', '大卫·斯特雷泽恩', '迈克尔·凯悦', '小斯特林·马塞尔', '洛根·麦克雷', '比尔·凯利', '阿娜·欧蕾利', '加瑞特·迪拉胡特']",https://movie.douban.com/subject/35230876/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2883601331.jpg
241,奇遇,8.1,20501,1960-05-15,"意大利,法国","剧情,悬疑","['加布里埃尔·费泽蒂', '莫妮卡·维蒂', '蕾雅·马萨利', '多米尼克·布兰查德', '伦佐·里奇', '詹姆斯·亚当斯', '多萝西德珀莉洛', '莱里奥鲁塔兹', '乔万尼·贝特鲁奇', '埃斯梅拉达露丝珀丽']",https://movie.douban.com/subject/1389923/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2620583227.jpg
