rank,title,score,vote_count,release_date,regions,types,actors,url,cover_url
242,八面埋伏,7.6,91741,2004-03-19,"荷兰,英国,美国","犯罪,剧情,悬疑,惊悚","['凯瑟琳·莫里斯', '约翰尼·李·米勒', 'LL Cool J', '克里斯蒂安·史莱特', '方·基默', '帕翠西娅·维拉奎兹', '小克利夫顿·克林斯', '艾恩·贝利', '威尔·坎普', '丹尼尔·布瓦塞万']",https://movie.douban.com/subject/1309064/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854543139.jpg
243,爱的成人式,7.7,54110,2015-05-23,日本,"剧情,爱情,悬疑","['松田翔太', '前田敦子', '木村文乃', '三浦贵大', '前野朋哉', '森冈龙', '矢野圣人', '吉谷彩子', '松浦雅', '大西礼芳']",https://movie.douban.com/subject/26140405/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230009009.jpg
244,异教徒,8.0,24193,1973-10-16,英国,"悬疑,恐怖","['爱德华·伍德华德', '克里斯托弗·李', '黛安妮·赛琳托', '布里特·艾克拉诺', '英格丽德·皮特', '林赛·肯普', '拉塞尔·沃特斯', '奥布里·莫里斯', 'Walter Carr', 'Juliet Cadzow']",https://movie.douban.com/subject/1305611/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1297560053.jpg
245,达·芬奇密码,7.5,265314,2006-05-19,"美国,马耳他,法国,英国","悬疑,惊悚","['汤姆·汉克斯', '奥黛丽·塔图', '伊恩·麦克莱恩', '让·雷诺', '保罗·贝坦尼', '阿尔弗雷德·莫里纳', '尤尔根·普洛斯诺', '让-伊夫·贝特鲁', '伊什尼·齐科特', '让-皮埃尔·马里埃尔']",https://movie.douban.com/subject/1329950/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453938430.jpg
246,火星特快,8.1,20100,2023-05-21,法国,"动作,科幻,动画,悬疑,惊悚","['蕾雅·德吕盖', '马修·阿马立克', '丹尼尔·洛贝', '玛丽·布维', '塞巴斯蒂安·查萨涅', '玛尔特·克勒尔', '吉纳维芙·杜昂', '托马斯·罗迪蒂', '蒂埃里·扬', '塞尔日·法利']",https://movie.douban.com/subject/35691849/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2891905146.jpg
247,十二宫,7.5,223105,2007-03-02,美国,"剧情,传记,犯罪,悬疑,惊悚","['杰克·吉伦哈尔', '马克·鲁法洛', '安东尼·爱德华兹', '小罗伯特·唐尼', '布莱恩·考克斯', '约翰·卡洛·林奇', '里奇蒙德·阿奎特', '鲍勃·斯蒂芬森', '约翰·莱西', '科洛·塞维尼']",https://movie.douban.com/subject/1781126/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470486287.jpg
248,利刃出鞘3,7.6,79619,2025-09-06,美国,"剧情,喜剧,犯罪,悬疑,惊悚","['丹尼尔·克雷格', '乔什·奥康纳', '格伦·克洛斯', '乔什·布洛林', '米拉·库尼斯', '杰瑞米·雷纳', '凯丽·华盛顿', '安德鲁·斯科特', '卡莉·史派妮', '达利尔·麦克科马克']",https://movie.douban.com/subject/35419153/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2924862475.jpg
249,僵尸家族,7.6,43171,1986-08-15,中国香港,"喜剧,悬疑","['元彪', '李赛凤', '林正英', '楼南光', '钟发', '王玉环', '何健威', '午马', '曹达华', '文隽']",https://movie.douban.com/subject/1306403/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1994728933.jpg
250,11:14,7.7,47420,2003-05-16,"美国,加拿大","剧情,犯罪,悬疑","['亨利·托马斯', '布莱克·赫伦', '芭芭拉·赫希', '克拉克·格雷格', '希拉里·斯万克', '肖恩·海托西', '斯塔克·桑德斯', '科林·汉克斯', '本·福斯特', '帕特里克·斯威兹']",https://movie.douban.com/subject/1394825/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1423752342.jpg
251,坏蛋联盟2,7.6,70281,2025-08-16,美国,"喜剧,动作,犯罪,动画,悬疑,冒险","['山姆·洛克威尔', '马克·马龙', '奥卡菲娜', '克雷格·罗宾森', '安东尼·拉莫斯', '莎姬·贝兹', '丹妮尔·布鲁克斯', '娜塔莎·雷昂', '玛丽亚·巴卡洛娃', '艾利克斯·布斯汀']",https://movie.douban.com/subject/36829507/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2923073504.jpg
252,失眠症,7.6,69773,2002-05-03,美国,"犯罪,剧情,悬疑,惊悚","['阿尔·帕西诺', '希拉里·斯万克', '罗宾·威廉姆斯', '马丁·多诺万', '乔纳森·杰克逊', '凯瑟琳·伊莎贝尔', '奥利弗·欧雷·泽门', '保罗·杜利', '尼基·凯特', '拉里·霍尔登']",https://movie.douban.com/subject/1307210/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150166738.jpg
253,不道德的审判,8.1,18973,1994-12-23,"英国,法国","剧情,悬疑,惊悚","['西格妮·韦弗', '本·金斯利', '斯图亚特·维尔森', '凯伦·斯特拉斯曼']",https://movie.douban.com/subject/1301601/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2583381880.jpg
254,爱你长久,8.1,18950,2008-03-19,"法国,德国","剧情,悬疑","['克里斯汀·斯科特·托马斯', '艾尔莎·泽贝斯坦', '塞尔奇·哈赛纳维奇', '洛朗·格雷维尔', '弗雷德里克·皮耶罗', '帕斯卡·德莫隆', 'Bryce Hitchcock', '凯瑟琳·霍斯马林']",https://movie.douban.com/subject/2216966/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p459545990.jpg
255,永无止境,7.5,144560,2011-10-13,美国,"科幻,悬疑,惊悚","['布莱德利·库珀', '艾比·考尼什', '罗伯特·德尼罗', '安德鲁·霍华德', '安娜·弗莱尔', '梅天悦', '约翰尼·威特沃斯', '李小龙', '卡罗琳·温伯格', '丽贝卡·达扬']",https://movie.douban.com/subject/3041269/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p868781788.jpg
256,战栗黑洞,7.8,33353,1994-12-10,美国,"悬疑,奇幻,恐怖","['山姆·尼尔', '朱莉·卡门', '尤尔根·普洛斯诺', '约翰·格洛弗', '大卫·沃纳', '皮特·杰森', '查尔顿·赫斯顿', '威赫姆·冯·霍姆伯格', '弗兰西斯·贝', '查克·坎贝尔']",https://movie.douban.com/subject/1303460/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1078004649.jpg
257,古畑任三郎 VS SMAP,8.7,10033,1999-01-03,日本,"剧情,悬疑,犯罪","['田村正和', '西村雅彦', '户田惠子', '梶原善', '宇梶刚士', '石井正则', '小林隆', '中居正广', '木村拓哉', '稻垣吾郎']",https://movie.douban.com/subject/1441054/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2890623576.jpg
258,迎春阁之风波,8.1,10372,1973-12-06,中国香港,"剧情,动作,悬疑,武侠,古装","['李丽华', '乔宏', '田丰', '徐枫', '白鹰', '胡锦', '马海伦', '茅瑛', '杨威', '张照']",https://movie.douban.com/subject/1307898/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2200936263.jpg
259,窃听大阴谋,8.1,18565,1974-04-07,美国,"剧情,悬疑,惊悚","['吉恩·哈克曼', '约翰·凯泽尔', '艾伦·加菲尔德', '弗雷德里克·福瑞斯特', '辛迪·威廉姆斯', '迈克尔·希金斯', '伊丽莎白·麦克雷', '特瑞·加尔', '哈里森·福特', '马克·惠勒']",https://movie.douban.com/subject/1296908/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2915564760.jpg
260,扬名立万,7.4,853839,2021-11-11,中国大陆,"剧情,喜剧,悬疑","['尹正', '邓家佳', '喻恩泰', '杨皓宇', '陈明昊', '秦霄贤', '张本煜', '柯达', '邓恩熙', '余皑磊']",https://movie.douban.com/subject/35422807/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2881817779.jpg
261,猎头游戏,7.6,62062,2011-08-04,"挪威,瑞典,丹麦,德国","犯罪,悬疑,惊悚","['阿卡塞尔·亨涅', '西诺薇·玛考迪·伦德', '尼古拉·科斯特-瓦尔道', '埃温·桑德尔', '尤莉·奥尔嘉', '凯瑞·豪根·西德尼斯', 'Valentina Alexeeva', '雷达尔·索伦森', '尼尔斯·约恩·卡尔斯塔德', 'Joachim Rafaelsen']",https://movie.douban.com/subject/5155038/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2212750982.jpg
262,鲁邦三世VS名侦探柯南 剧场版,7.8,31399,2013-12-07,日本,"动作,犯罪,动画,悬疑","['栗田贯一', '小林清志', '浪川大辅', '泽城美雪', '山寺宏一', '高山南', '山崎和佳奈', '小山力也', '林原惠美', '山口胜平']",https://movie.douban.com/subject/24298212/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2162543461.jpg
263,杀妻总动员,8.0,20885,2004-08-07,日本,"奇幻,悬疑,爱情,惊悚","['浅野忠信', '桥本丽香', '阿部宽', '小泉今日子', '岸部一德', '维尼·琼斯', '泷正则', '麻生祐未', '神木隆之介', '荒川良良']",https://movie.douban.com/subject/1308841/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p729530435.jpg
264,愚行录,7.7,40532,2016-09-06,日本,"剧情,犯罪,悬疑","['妻夫木聪', '满岛光', '小出惠介', '臼田麻美', '市川由衣', '松本若菜', '中村伦也', '真岛秀和', '滨田麻里', '平田满']",https://movie.douban.com/subject/26751899/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2373212772.jpg
265,搜索,7.4,358951,2012-07-06,中国大陆,"剧情,悬疑","['高圆圆', '姚晨', '赵又廷', '陈红', '王学圻', '王珞丹', '陈燃', '张译', '余皑磊', '张大礼']",https://movie.douban.com/subject/6799191/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1598153958.jpg
266,蓝丝绒,7.6,57914,1986-08-30,美国,"犯罪,悬疑,惊悚","['伊莎贝拉·罗西里尼', '凯尔·麦克拉克伦', '丹尼斯·霍珀', '劳拉·邓恩', '霍普·兰格', '迪恩·斯托克维尔', '乔治·迪克森', '普里西拉·珀伊特', '弗兰西斯·贝', '布拉德·道里夫']",https://movie.douban.com/subject/1298697/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1280170030.jpg
267,暗夜恐惧,8.0,20298,2008-02-13,法国,"动画,剧情,恐怖,悬疑","['妮可·加西亚', '路易莎·皮里', '萨拉-劳雷·伊斯拉奈特', '奥雷·阿蒂卡', '吉约姆·德帕迪约']",https://movie.douban.com/subject/2377539/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1769964280.jpg
268,睁开你的双眼,7.9,23986,1997-12-19,"西班牙,法国,意大利","剧情,科幻,悬疑,惊悚","['爱德华多·诺列加', '佩内洛普·克鲁兹', '切特·雷拉', '费雷·马丁内兹', '纳瓦·尼姆利', '杰拉尔·巴里', '特里斯坦·乌罗阿', '何塞·安赫尔·艾力格', 'Jorge de Juan', 'Miguel Palenzuela']",https://movie.douban.com/subject/1301899/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p828428718.jpg
269,女尸谜案,7.6,54261,2012-12-21,西班牙,"犯罪,悬疑,惊悚","['何塞·科罗纳多', '乌戈·席尔瓦', '贝伦·鲁埃达', '奥拉·加里多', '胡安·巴勃罗·舒克', '奥里奥尔·比拉', '卡洛塔·奥尔奇娜', '西尔维亚·阿兰达', '马内尔·杜维索', '佩雷·布拉索']",https://movie.douban.com/subject/10608242/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1725734834.jpg
270,斯托克,7.5,92302,2013-01-20,"美国,英国","剧情,悬疑,惊悚","['米娅·华希科沃斯卡', '妮可·基德曼', '马修·古迪', '德蒙特·莫罗尼', '卢卡斯·提尔', '阿尔登·埃伦瑞奇', '杰基·韦佛', '拉尔夫·布朗', '哈莫尼·科林', '大卫·阿尔福德']",https://movie.douban.com/subject/4896894/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1854982383.jpg
271,特别响，非常近,7.7,37230,2011-12-25,美国,"剧情,悬疑,家庭,冒险","['桑德拉·布洛克', '汤姆·汉克斯', '马克斯·冯·叙多夫', '约翰·古德曼', '维奥拉·戴维斯', '杰弗里·怀特', '托马斯·豪恩', '格里高利·克洛斯蒂舍夫斯基', '斯蒂芬妮·库尔特祖巴', '史蒂文·韦斯']",https://movie.douban.com/subject/3078514/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1353738074.jpg
272,捉迷藏,7.5,85581,2005-01-27,美国,"悬疑,恐怖","['罗伯特·德尼罗', '达科塔·范宁', '法米克·詹森', '伊丽莎白·苏', '艾米·欧文', '布兰登·萨克斯顿', '迪伦·贝克', '梅丽莎·里奥', 'Rose Pasquale', '罗伯特·约翰·伯克']",https://movie.douban.com/subject/1308995/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1139938300.jpg
273,生死停留,7.5,83817,2005-10-21,美国,"剧情,悬疑,惊悚","['伊万·麦克格雷格', '瑞恩·高斯林', '娜奥米·沃茨', '凯特·伯顿', '伊莉莎白·里瑟', '鲍勃·霍斯金斯', '詹妮安·加罗法洛', '黄荣亮', '贝琦·安·贝克', '杰西卡·赫特']",https://movie.douban.com/subject/1432180/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p637972624.jpg
274,极地恋人,8.1,16847,1998-08-28,"西班牙,法国","剧情,悬疑,爱情","['纳瓦·尼姆利', '费雷·马丁内兹', '南乔·诺沃', '玛鲁·瓦尔迪维索', '克里斯特尔·迪亚斯', 'Joost Siedhoff', 'Beate Jensen', 'Outi Alanen', '玛丽亚·伊萨西', 'J. Christoffer Slotte']",https://movie.douban.com/subject/1307474/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p917899915.jpg
275,双峰：与火同行,8.0,19354,1992-06-03,"法国,美国","剧情,悬疑,惊悚,恐怖","['雪莉·李', '雷·怀斯', '梅晨·阿米克', '达纳·艾希布鲁克', '大卫·鲍伊', '埃里克·达雷', '米盖尔·弗尔', '帕米拉·吉德利', '海瑟·格拉汉姆', '克里斯·艾塞克']",https://movie.douban.com/subject/1303472/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517947997.jpg
276,意外,7.4,119751,2009-09-05,中国香港,"悬疑,惊悚","['古天乐', '任贤齐', '冯淬帆', '叶璇', '林雪', '陈望华', '韩雨芹', '刘宗基', '吕少坤', '明德丰']",https://movie.douban.com/subject/3013580/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2196915554.jpg
277,曼哈顿谋杀疑案,8.2,14835,1993-08-18,美国,"喜剧,悬疑","['伍迪·艾伦', '黛安·基顿', '杰里·阿德勒', '林恩·科恩', '朗·瑞弗金', '阿伦·阿尔达', '安杰丽卡·休斯顿', '扎克·布拉夫']",https://movie.douban.com/subject/1293031/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2083734431.jpg
278,失踪宝贝,7.8,27500,2007-09-05,美国,"犯罪,剧情,悬疑,惊悚","['卡西·阿弗莱克', '米歇尔·莫纳汉', '摩根·弗里曼', '艾德·哈里斯', '艾米·莱安', '迈克尔·肯尼斯·威廉姆斯', '提图斯·维里沃', '马克·马戈利斯', '埃迪·盖瑟吉', '埃米·马迪根']",https://movie.douban.com/subject/1905777/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498072912.jpg
279,死亡之夜,8.7,9338,1945-09-04,英国,"恐怖,悬疑,惊悚","['默文·约翰斯', '罗兰·卡尔弗', '玛丽·梅罗尔', '乔姬·韦瑟斯', '弗雷德里克·瓦尔克', '安东尼·贝尔德', '萨莉·安·豪斯', '朱迪·凯利', '迈尔斯·马勒森', '迈克尔·艾伦']",https://movie.douban.com/subject/1305323/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230419198.jpg
280,香草的天空,7.5,77565,2001-12-14,"美国,西班牙","悬疑,爱情,科幻,惊悚","['汤姆·克鲁斯', '佩内洛普·克鲁兹', '卡梅隆·迪亚兹', '库尔特·拉塞尔', '杰森·李', '诺亚·泰勒', '蒂莫西·斯波', '蒂尔达·斯文顿', '迈克尔·珊农', '史蒂文·斯皮尔伯格']",https://movie.douban.com/subject/1299054/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p541484436.jpg
281,2010,8.0,18988,1984-12-07,美国,"悬疑,科幻,惊悚,冒险","['罗伊·谢德', '约翰·利思戈', '海伦·米伦', '鲍勃·巴拉班', '凯尔·杜拉', '玛多林·史密斯·奥斯巴内', '达纳·艾卡', '塔利辛·贾夫', '詹姆斯·麦金', '埃利亚·巴斯金']",https://movie.douban.com/subject/1293572/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1209728783.jpg
282,白雪公主杀人事件,7.5,70384,2014-03-29,日本,"剧情,悬疑","['井上真央', '绫野刚', '菜菜绪', '金子统昭', '小野惠令奈', '谷村美月', '染谷将太', '莲佛美沙子', '贯地谷栞', '生濑胜久']",https://movie.douban.com/subject/24858414/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2155888782.jpg
283,影子写手,7.5,70060,2010-02-12,"法国,德国,英国","剧情,悬疑,惊悚","['伊万·麦克格雷格', '皮尔斯·布鲁斯南', '奥莉维亚·威廉姆斯', '金·凯特罗尔', '汤姆·威尔金森', '蒂莫西·赫顿', '安娜·鲍丁', '乔·博恩瑟', '埃本·扬', '朱利安·F.M.·斯托克尔']",https://movie.douban.com/subject/3120852/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p574855756.jpg
284,分裂,7.4,140331,2016-12-26,美国,"犯罪,悬疑,惊悚","['詹姆斯·麦卡沃伊', '安雅·泰勒-乔伊', '贝蒂·巴克利', '海莉·露·理查森', '杰西卡·苏拉', '丽兹·科菲', '布拉德·威廉姆·亨克', '塞巴斯蒂安·阿塞勒斯', '尼尔·赫夫', '尤基·华盛顿']",https://movie.douban.com/subject/26600660/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2412064264.jpg
285,神秘博士：死亡星球,8.7,9020,2009-04-11,英国,"剧情,科幻,悬疑,奇幻,惊悚,冒险,灾难,鬼怪","['艾伦·托马斯', '大卫·埃姆斯', '诺玛·杜梅温尼', '丹尼尔·卡卢亚', '米歇尔·雷恩', '大卫·田纳特']",https://movie.douban.com/subject/4249642/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2508912980.jpg
286,天使与魔鬼,7.4,120357,2009-05-15,"美国,意大利","动作,悬疑,惊悚","['汤姆·汉克斯', '伊万·麦克格雷格', '阿耶莱特·祖里尔', '斯特兰·斯卡斯加德', '皮耶尔弗兰切斯科·法维诺', '尼古拉·雷·卡斯', '阿明·缪勒-斯塔尔', '托尔·林德哈特', '大卫·帕斯奎斯', '科西莫·福斯科']",https://movie.douban.com/subject/1927369/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p786229120.jpg
287,悬崖之上,7.3,818930,2021-04-30,"中国大陆,中国香港","剧情,动作,悬疑","['张译', '于和伟', '秦海璐', '朱亚文', '刘浩存', '倪大红', '李乃文', '余皑磊', '飞凡', '雷佳音']",https://movie.douban.com/subject/32493124/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2638045698.jpg
288,名侦探柯南：战栗的乐谱,7.4,111475,2008-04-19,日本,"动画,悬疑","['高山南', '山崎和佳奈', '神谷明', '松井菜樱子', '山口胜平', '桑岛法子', '林原惠美', '岩居由希子', '高木涉', '大谷育江']",https://movie.douban.com/subject/2357719/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453739518.jpg
289,偷香,7.6,38752,1996-03-29,"意大利,法国,英国","剧情,爱情,悬疑,情色","['丽芙·泰勒', '杰瑞米·艾恩斯', '西妮德·库萨克', '让·马莱', '多纳尔·麦卡恩', 'D·W·莫菲特', '斯特法尼娅·桑德雷莉', '蕾切尔·薇兹', '卡洛·切基', '约瑟夫·费因斯']",https://movie.douban.com/subject/1292277/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1081151273.jpg
290,盲证,7.5,53614,2011-08-11,韩国,"剧情,犯罪,悬疑","['金荷娜', '俞承豪', '曹熙奉', '梁英祖', '谢姬', '朴宝剑', '金永周', 'Dolly', '吴代焕', '金敬益']",https://movie.douban.com/subject/5353344/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1097845082.jpg
291,嫌疑人X的献身,7.5,51074,2012-10-18,韩国,"剧情,爱情,悬疑,犯罪","['李枖原', '柳承范', '赵震雄', '白承道', '朴正表', '郭民浩', '崔英佑', '金周灵', '金宝罗', '李錫俊']",https://movie.douban.com/subject/6869412/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1702130521.jpg
292,天使之卵,8.1,14722,1985-12-22,日本,"科幻,动画,悬疑","['根津甚八', '兵藤真子', '野田圭一']",https://movie.douban.com/subject/1467779/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2880735419.jpg
293,神探夏洛克：可恶的新娘,7.3,266699,2016-01-04,英国,"剧情,犯罪,悬疑","['本尼迪克特·康伯巴奇', '马丁·弗瑞曼', '鲁珀特·格雷夫斯', '马克·加蒂斯', '安德鲁·斯科特', '尤娜·斯塔布斯', '露易丝·布瑞丽', '阿曼达·阿宾顿', '乔纳森·阿里斯', '亚斯明·阿克拉姆']",https://movie.douban.com/subject/25920885/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2299823043.jpg
294,原罪,7.4,82605,2001-07-11,"法国,美国","剧情,爱情,悬疑,情色","['安东尼奥·班德拉斯', '安吉丽娜·朱莉', '托马斯·简', '杰克·汤普森', 'Allison Mackie', '乔安·普林格尔', '詹姆斯·哈文', '格里高利·伊齐恩', '莉萨·欧文', 'Fernando Torre Laphame']",https://movie.douban.com/subject/1302303/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2563026581.jpg
295,高斯福庄园,7.7,27552,2001-11-07,"美国,英国,意大利","剧情,喜剧,悬疑","['玛吉·史密斯', '迈克尔·刚本', '克里斯汀·斯科特·托马斯', '卡米拉·拉瑟福德', '查尔斯·丹斯', '杰拉丁·萨莫维尔', '汤姆·霍兰德尔', '娜塔莎·怀特曼', '杰瑞米·诺森', '鲍勃·巴拉班']",https://movie.douban.com/subject/1306860/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1452864263.jpg
296,记忆之夜,7.5,48515,2017-11-29,韩国,"悬疑,惊悚","['姜河那', '金武烈', '文成根', '罗映姫', '南明烈', '李娜拉', '郑灿菲', '崔高', '康辛久', '安敏永']",https://movie.douban.com/subject/27047871/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2500345435.jpg
297,去年冬天与你分手,7.7,27063,2018-03-10,日本,"剧情,犯罪,悬疑","['岩田刚典', '山本美月', '斋藤工', '浅见伶奈', '北村一辉', '土村芳', '永仓大辅', '圆城寺彩', '每熊克哉', '佐藤贡三']",https://movie.douban.com/subject/27102505/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511323383.jpg
298,电锯惊魂10,7.4,77924,2023-09-25,"美国,墨西哥,加拿大","悬疑,惊悚,恐怖","['托宾·贝尔', '肖妮·史密斯', '西诺薇·玛考迪·伦德', '史蒂文·布兰德', '蕾内塔·瓦卡', '约书亚·奧卡莫托', '奥克塔维奥·伊诺埃萨', '波莱特·埃尔南德斯', '豪尔赫·布里塞诺', '科斯塔斯·曼迪勒']",https://movie.douban.com/subject/36116844/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896065153.jpg
299,名侦探柯南：万圣节的新娘,7.3,202702,2022-11-18,日本,"动作,动画,悬疑","['高山南', '古谷彻', '山崎和佳奈', '小山力也', '林原惠美', '山口胜平', '高木涉', '汤屋敦子', '三宅健太', '绪方贤一']",https://movie.douban.com/subject/35437938/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2883894742.jpg
300,推销员,7.6,33898,2016-05-21,"伊朗,法国","剧情,悬疑,家庭","['谢哈布·侯赛尼', '塔拉内·阿里多斯蒂', '巴巴克·卡里米', '法里德·萨贾蒂·侯赛尼', '米娜·沙达蒂', '迈赫迪·库什基']",https://movie.douban.com/subject/26679552/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2386724199.jpg
301,哭声,7.3,174748,2016-05-11,韩国,"剧情,悬疑,恐怖","['郭度沅', '黄政民', '千玗嬉', '国村隼', '金基天', '黄锡晶', '李龙女', '金欢熙', '李姃垠', '张素妍']",https://movie.douban.com/subject/25817534/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2339592703.jpg
302,三更,7.4,39932,2002-08-15,"中国香港,韩国,泰国","爱情,悬疑,奇幻,恐怖","['黎明', '曾志伟', '原丽淇', '金惠秀', '郑普硕', '李霆锋', '文晶熙', '朴熙顺 ', '岑建勋', '崔贞媛']",https://movie.douban.com/subject/1307488/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2165832992.jpg
303,大追捕,7.3,94761,2012-03-15,"中国香港,中国大陆","剧情,动作,犯罪,悬疑,惊悚","['张家辉', '任达华', '王敏德', '文咏珊', '谢安琪', '余安安', '张国强', '骆应钧', '洪卓立', '窦骁']",https://movie.douban.com/subject/6738735/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1441926800.jpg
304,孤堡惊情,7.4,69961,2010-04-16,"西班牙,法国,比利时","剧情,悬疑,惊悚,恐怖","['贝伦·鲁埃达', '费尔南多·卡约', '罗赫尔·普林赛普', '玛贝尔·里维拉', '蒙特塞拉特·卡鲁亚', '安德烈斯·赫尔德鲁迪克斯', '埃德加·维瓦尔', '奥斯卡·卡萨斯', '米蕾娅·雷瑙', '乔治娜·阿韦亚内达']",https://movie.douban.com/subject/2122766/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p542906219.jpg
